19000	1504300	16000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	15
19000	1504300	16000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	15
19000	1504300	16000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	15
19000	1504300	16000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	15
19000	1504300	16000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	15
19000	1504300	16000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	15
19000	1504300	16000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	15
19000	1504300	16000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	15
19000	1504300	16000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	15
19000	1504300	16000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	990000	15
